id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
1,47dbf04e3c19b93df48b05cb47af8d97,2023-04-19T00:00:00,1,Ростов,3901,Олег,Новиков,10,Томаты,2,100,shipped
2,0714ff54e23eff849781e4eda8b33633,2023-04-19T00:00:00,0,Москва,6806,Алексей,Михайлов,0,Молоко 1%,3,300,shipped
3,8be09ee4d19ad6367042318acccd41ae,2023-04-19T00:00:00,2,Ярославль,4408,Сергей,Кузнецов,10,Томаты,1,50,shipped
4,ac5dce83c607168965e62fe75dac84d3,2023-04-19T00:00:00,2,Ярославль,919,Александра,Орлова,4,Сахар песок,2,100,shipped
5,9787142fe5cc862689fa7e54f5394aa6,2023-04-19T00:00:00,0,Москва,4615,Екатерина,Егорова,10,Томаты,3,150,shipped
6,e813fb6a22385cfbf20839e51633045e,2023-04-19T00:00:00,0,Москва,8608,Геннадий,Васильев,6,Яблоко,1,140,shipped
7,abdf4bcb0aa3ff7a0319981fa6fd415e,2023-04-19T00:00:00,2,Ярославль,616,Александра,Егорова,5,Яблоко молодильное,2,800,shipped
8,1b0bac08d5f112f20848beec36bb0c86,2023-04-19T00:00:00,2,Ярославль,8101,Геннадий,Петров,5,Яблоко молодильное,4,1600,shipped
9,4d2fd0638b35f6830aafdf47703e2243,2023-04-19T00:00:00,2,Ярославль,2317,Ольга,Волкова,4,Сахар песок,2,100,shipped
10,3b7e9240c293f8518fe6b7d3eb64538f,2023-04-19T00:00:00,0,Москва,4416,Екатерина,Алексеева,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
11,a2d3cf372e2a808504a38723f9deb210,2023-04-19T00:00:00,2,Ярославль,6501,Алексей,Попов,1,Молоко 3%,4,480,refunded
12,329af96427635fd7938662b366823967,2023-04-19T00:00:00,2,Ярославль,5802,Александр,Михайлов,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
13,3749bd2bac3e2ad750167a7d667f0d07,2023-04-19T00:00:00,2,Ярославль,8004,Геннадий,Иванов,7,Средство для мытья посуды,4,800,shipped
14,fb147c204c7ec4d8b7f4467f07073789,2023-04-19T00:00:00,2,Ярославль,3111,Светлана,Федорова,11,Хлеб ржаной,3,60,shipped
15,3288418996e33883bc1a158f6fb804ea,2023-04-19T00:00:00,0,Москва,7404,Константин,Кузнецов,7,Средство для мытья посуды,3,600,shipped
