id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
1,a5617ff139619c57e77fdf6026ae9775,2023-04-16T00:00:00,2,Ярославль,1718,Евгения,Павлова,6,Яблоко,5,700,shipped
2,94534ae0d441b39cf43538f4b02d5f64,2023-04-16T00:00:00,0,Москва,8913,Снежанна,Орлова,5,Яблоко молодильное,1,400,shipped
3,c6e692e9c2130382a926a809b3f5386f,2023-04-16T00:00:00,2,Ярославль,6512,Елизавета,Лебедева,8,Лампочка LED,1,300,refunded
4,6f9ce7a37f5ac3048665b689bceade41,2023-04-16T00:00:00,0,Москва,6702,Алексей,Соколов,2,Молоко 5%,4,600,shipped
5,b12c3fc79976411b671373e64364c9a9,2023-04-16T00:00:00,1,Ростов,1304,Евгений,Смирнов,8,Лампочка LED,4,1200,shipped
6,88aa34c81265acfcfedfd8e800252f93,2023-04-16T00:00:00,1,Ростов,5718,Оксана,Павлова,2,Молоко 5%,3,450,shipped
7,487ac050d07eba0043efbea3d32c3df1,2023-04-16T00:00:00,1,Ростов,5600,Александр,Васильев,0,Молоко 1%,4,400,refunded
8,970c4af16339d52669b45dbf12d29868,2023-04-16T00:00:00,2,Ярославль,4304,Сергей,Смирнов,2,Молоко 5%,5,750,shipped
9,dd5090ae492fc273cbc06fc514e2a204,2023-04-16T00:00:00,0,Москва,2312,Ольга,Волкова,8,Лампочка LED,3,900,shipped
10,634b21cab286313c21fffe788c65855c,2023-04-16T00:00:00,2,Ярославль,802,Иван,Михайлов,11,Хлеб ржаной,5,100,shipped
11,649eb010eb79230b622ea7134e651dda,2023-04-16T00:00:00,1,Ростов,5611,Оксана,Егорова,8,Лампочка LED,3,900,shipped
12,270edac6f19f4f5d276d05947ed81566,2023-04-16T00:00:00,2,Ярославль,6904,Алексей,Новиков,7,Средство для мытья посуды,3,600,shipped
13,d41a04df86feee733e7773a016ca9836,2023-04-16T00:00:00,1,Ростов,2917,Ольга,Орлова,1,Молоко 3%,5,600,shipped
14,91c8f9284be15f4c823916ad5c20f575,2023-04-16T00:00:00,2,Ярославль,5110,Оксана,Федорова,4,Сахар песок,5,250,shipped
15,8ade029c97eb48540f7e40f1b5ec0cd3,2023-04-16T00:00:00,1,Ростов,1312,Евгения,Волкова,9,Ручка шариковая,4,180,shipped
16,1e48e0af643ccc29cbc1d091101fc2b3,2023-04-16T00:00:00,2,Ярославль,6708,Алексей,Соколов,2,Молоко 5%,3,450,shipped
17,fca92c173a3c59265c146c4c7189f362,2023-04-16T00:00:00,1,Ростов,9712,Надежда,Павлова,8,Лампочка LED,2,600,shipped
18,811e4fd5d40a6d2561fead14f4d131fe,2023-04-16T00:00:00,2,Ярославль,6304,Алексей,Смирнов,6,Яблоко,1,140,shipped
19,a68eccb4157dd03f900786d20c921271,2023-04-16T00:00:00,0,Москва,7807,Константин,Михайлов,10,Томаты,3,150,shipped
20,b118359de10408d36bec231640489467,2023-04-16T00:00:00,1,Ростов,2709,Петр,Соколов,6,Яблоко,2,280,shipped
21,7ae33099da21243e7e023e03cb698762,2023-04-16T00:00:00,0,Москва,8015,Снежанна,Великая,6,Яблоко,2,280,shipped
