id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
1,6599cba488724f154d9af3cc95b79e1c,2023-04-11T00:00:00,0,Москва,2309,Петр,Смирнов,9,Ручка шариковая,3,135,shipped
2,85fb132ebb55499d17709cd11c803f23,2023-04-11T00:00:00,1,Ростов,5113,Оксана,Федорова,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
3,cf57acf7fa29743252b140198702a6e7,2023-04-11T00:00:00,1,Ростов,2810,Ольга,Козлова,2,Молоко 5%,3,450,shipped
4,a7318f1c1f3eee0d454b16bbe3275003,2023-04-11T00:00:00,0,Москва,6314,Елизавета,Волкова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
5,99bb6fba5bf82e3334b002ffdb71cc74,2023-04-11T00:00:00,2,Ярославль,7213,Анна,Морозова,1,Молоко 3%,2,240,shipped
6,d41e350090bea83ed47afd66d59adc2b,2023-04-11T00:00:00,0,Москва,9019,Надежда,Великая,6,Яблоко,5,700,shipped
7,ecf53ed64a1ad9b65c5a2a8f0d495391,2023-04-11T00:00:00,1,Ростов,8914,Снежанна,Орлова,8,Лампочка LED,5,1500,shipped
8,bc85675c484ab3cd6d7b0abf01d7e1d3,2023-04-11T00:00:00,0,Москва,2504,Петр,Попов,10,Томаты,1,50,shipped
9,d2a9e7ba34f73c8cfd39afb62314ef3e,2023-04-11T00:00:00,0,Москва,3614,Светлана,Егорова,4,Сахар песок,2,100,shipped
10,62c99026eda14552fb8140e42b68ba54,2023-04-11T00:00:00,2,Ярославль,417,Александра,Алексеева,10,Томаты,5,250,refunded
11,d6a48481086ea41ef044d909c8a8d68b,2023-04-11T00:00:00,0,Москва,1506,Евгений,Попов,8,Лампочка LED,3,900,shipped
12,c0077978dccf248ae5bfe7b95831ab68,2023-04-11T00:00:00,2,Ярославль,3306,Олег,Смирнов,2,Молоко 5%,5,750,shipped
13,a141afc22746fba36d0a4dace3bdea20,2023-04-11T00:00:00,2,Ярославль,6808,Алексей,Михайлов,9,Ручка шариковая,1,45,shipped
14,90790d1b6b73b148d4d7c2a7c34dd564,2023-04-11T00:00:00,0,Москва,4103,Сергей,Петров,5,Яблоко молодильное,4,1600,shipped
15,502504dcde1d464e154f251493558c64,2023-04-11T00:00:00,0,Москва,8511,Снежанна,Лебедева,5,Яблоко молодильное,2,800,shipped
16,975daf4246db5ae2dc62161d2cc01c49,2023-04-11T00:00:00,0,Москва,6814,Елизавета,Козлова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
17,e45b31374a9007093873a4045a4557ee,2023-04-11T00:00:00,2,Ярославль,5400,Александр,Кузнецов,6,Яблоко,2,280,shipped
18,994bdd14a02e76cadf9949ead107bc02,2023-04-11T00:00:00,0,Москва,8100,Геннадий,Петров,0,Молоко 1%,3,300,shipped
19,817dc35ec301d408f3cca9b655134b04,2023-04-11T00:00:00,0,Москва,6718,Елизавета,Павлова,5,Яблоко молодильное,1,400,shipped
20,eb6f3b87ce379b8a0429263c37532179,2023-04-11T00:00:00,1,Ростов,6809,Алексей,Михайлов,2,Молоко 5%,5,750,refunded
21,c640de7acbc246bf94440827ff47c434,2023-04-11T00:00:00,1,Ростов,9309,Эдуард,Смирнов,11,Хлеб ржаной,4,80,shipped
22,9b621908182567856cbf86d89b8beb83,2023-04-11T00:00:00,0,Москва,5804,Александр,Михайлов,1,Молоко 3%,3,360,shipped
23,e04b4171385e6ef75b8e97a2d4084b8d,2023-04-11T00:00:00,2,Ярославль,2111,Ольга,Федорова,8,Лампочка LED,3,900,shipped
24,b1468a69166c7af38b45dc1b58c7123e,2023-04-11T00:00:00,1,Ростов,3516,Светлана,Лебедева,1,Молоко 3%,5,600,shipped
25,7471f3435a748de3b4d7ef587dcd26ca,2023-04-11T00:00:00,0,Москва,216,Александра,Морозова,7,Средство для мытья посуды,5,1000,shipped
26,1837649975264b889c7cf9aa3d46053b,2023-04-11T00:00:00,1,Ростов,3112,Светлана,Федорова,7,Средство для мытья посуды,5,1000,shipped
27,cd848d12ed6d694a6b0e64cff66518fc,2023-04-11T00:00:00,1,Ростов,7417,Анна,Алексеева,11,Хлеб ржаной,4,80,shipped
28,d8debf8bdad6eadd05e294e63ed44bd9,2023-04-11T00:00:00,2,Ярославль,7218,Анна,Морозова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
