id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
1,ec81e2798806667e2a6838baa655caac,2023-04-14T00:00:00,1,Ростов,707,Иван,Соколов,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
2,2b280ff9139e8c55f7bb7eda956b2045,2023-04-14T00:00:00,2,Ярославль,5519,Оксана,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
3,89f3104e0b5effb1b4d715b3f6882972,2023-04-14T00:00:00,2,Ярославль,1517,Евгения,Лебедева,8,Лампочка LED,4,1200,shipped
4,58d3067005fd6bad82c2ffe3b298037a,2023-04-14T00:00:00,1,Ростов,1615,Евгения,Егорова,9,Ручка шариковая,2,90,shipped
5,9424cba4018059b96b41bdd9ef6b62bc,2023-04-14T00:00:00,0,Москва,4304,Сергей,Смирнов,2,Молоко 5%,3,450,shipped
6,ee652b9edff2dccd303a5e76b3e010f2,2023-04-14T00:00:00,2,Ярославль,7913,Анна,Орлова,4,Сахар песок,4,200,shipped
7,5366c77443201a09953189f281a507e2,2023-04-14T00:00:00,0,Москва,2319,Ольга,Волкова,10,Томаты,3,150,shipped
8,77479c09e70d345ad978274f4ef40f1f,2023-04-14T00:00:00,0,Москва,2305,Петр,Смирнов,4,Сахар песок,4,200,shipped
9,db9e36c1acc16a121b732840e162fc90,2023-04-14T00:00:00,1,Ростов,8006,Геннадий,Иванов,8,Лампочка LED,2,600,shipped
10,a32327ee1e91aaefdb3e5f8946e557f5,2023-04-14T00:00:00,2,Ярославль,7616,Анна,Егорова,4,Сахар песок,5,250,shipped
11,73ba8fdfb6f642e9570dccd2fbca24dd,2023-04-14T00:00:00,1,Ростов,106,Иван,Петров,8,Лампочка LED,1,300,shipped
12,14f676584d9629fd23356e860ec17442,2023-04-14T00:00:00,2,Ярославль,9017,Надежда,Великая,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
13,39614c7085d146fed5436a435d6db2cb,2023-04-14T00:00:00,1,Ростов,12,Александра,Великая,10,Томаты,1,50,shipped
14,e014d7a75adce3053bcc75fbb19129ae,2023-04-14T00:00:00,0,Москва,2709,Петр,Соколов,11,Хлеб ржаной,1,20,shipped
15,325ee6b36233114ec84e1cece938572e,2023-04-14T00:00:00,2,Ярославль,7010,Анна,Великая,0,Молоко 1%,2,200,refunded
16,84f20070ee8f5e1a64d7de1533abf84a,2023-04-14T00:00:00,2,Ярославль,3116,Светлана,Федорова,7,Средство для мытья посуды,4,800,shipped
17,ef8fb29695b81b21aab44af0129afe8e,2023-04-14T00:00:00,1,Ростов,611,Александра,Егорова,5,Яблоко молодильное,5,2000,shipped
18,d7a0a9aed45aff16367c340854150e4e,2023-04-14T00:00:00,2,Ярославль,3501,Олег,Попов,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
19,e697fbc4e68b9542f2ff43f14fa92d48,2023-04-14T00:00:00,0,Москва,303,Иван,Смирнов,7,Средство для мытья посуды,5,1000,shipped
20,5b8788e96c6f76537b1bf480b8eb799b,2023-04-14T00:00:00,2,Ярославль,3018,Светлана,Великая,8,Лампочка LED,5,1500,shipped
21,3c730475f6bc0a0d00dfd1f9ca105c01,2023-04-14T00:00:00,2,Ярославль,6118,Елизавета,Федорова,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
22,c7f32275a15d1a68a14cf78348a06f8e,2023-04-14T00:00:00,2,Ярославль,8816,Снежанна,Козлова,5,Яблоко молодильное,3,1200,shipped
