id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
1,108d5c4552c953133ff7d29388d354f6,2023-04-08T00:00:00,2,Ярославль,3407,Олег,Кузнецов,2,Молоко 5%,4,600
2,f2b467f5da4c68275c1501b73a12c4a9,2023-04-08T00:00:00,1,Ростов,3505,Олег,Попов,10,Томаты,5,250
3,f0a92eaa3749e8ccbf41469379461cdc,2023-04-08T00:00:00,0,Москва,4904,Сергей,Новиков,1,Молоко 3%,1,120
4,29f91465e5bbdda9e3de02fb2c8afc10,2023-04-08T00:00:00,2,Ярославль,2000,Петр,Иванов,5,Яблоко молодильное,5,2000
5,24d3a74de8d7061e2e081d63a4447622,2023-04-08T00:00:00,1,Ростов,7416,Анна,Алексеева,5,Яблоко молодильное,4,1600
6,add6cc6c8be47bf3a324b0de54024b71,2023-04-08T00:00:00,0,Москва,9718,Надежда,Павлова,0,Молоко 1%,5,500
7,5d618ccc7d3f2973259b42757500b3c2,2023-04-08T00:00:00,1,Ростов,2701,Петр,Соколов,3,Устройство для нагревания табака Трубка Мира,1,500
8,5c9af47e4ffbc78354384be29ca9bb5d,2023-04-08T00:00:00,1,Ростов,7701,Константин,Соколов,1,Молоко 3%,3,360
9,e279facd2765d019b49d757cd59198ad,2023-04-08T00:00:00,2,Ярославль,612,Александра,Егорова,6,Яблоко,3,420
10,550d5408b4f2ef146477c0cbcbb3cc34,2023-04-08T00:00:00,1,Ростов,4308,Сергей,Смирнов,8,Лампочка LED,2,600
11,cf55e120d0d864c735757991927c4f70,2023-04-08T00:00:00,0,Москва,3708,Олег,Соколов,10,Томаты,4,200
12,90913b87ddc13c98e977d5dad7c48619,2023-04-08T00:00:00,0,Москва,5019,Оксана,Великая,2,Молоко 5%,4,600
13,033e971ac6de730c10608b7a51a449b7,2023-04-08T00:00:00,1,Ростов,9714,Надежда,Павлова,5,Яблоко молодильное,3,1200
14,d098760813de7a13d83ac840c40d55fe,2023-04-08T00:00:00,0,Москва,405,Иван,Кузнецов,11,Хлеб ржаной,5,100
15,16c5b0b18b7c8d0d2607e3ec85083cb9,2023-04-08T00:00:00,0,Москва,4319,Екатерина,Волкова,0,Молоко 1%,4,400
16,9f1c0fb24213e81f4d6511b840734c58,2023-04-08T00:00:00,0,Москва,1102,Евгений,Петров,6,Яблоко,4,560
17,fd4bbacb58060c583cae7b5cb171bb0a,2023-04-08T00:00:00,0,Москва,1310,Евгения,Волкова,9,Ручка шариковая,3,135
18,ea6afb264fedcce3ef37378d0a7f311b,2023-04-08T00:00:00,0,Москва,1012,Евгения,Великая,1,Молоко 3%,2,240
19,93b298b8469334e63b344e29713b0330,2023-04-08T00:00:00,2,Ярославль,3303,Олег,Смирнов,11,Хлеб ржаной,3,60
20,e3058a99414ca8ca96df56099886c7d9,2023-04-08T00:00:00,0,Москва,9413,Надежда,Алексеева,10,Томаты,3,150
21,6622f3714fc3e33a28b683deb48a871a,2023-04-08T00:00:00,0,Москва,8819,Снежанна,Козлова,11,Хлеб ржаной,2,40
22,8c6a8598684f0a97b1bf33f64eba811c,2023-04-08T00:00:00,1,Ростов,410,Александра,Алексеева,2,Молоко 5%,5,750
23,633a9d1da4cc669d4c633ba80f7bf560,2023-04-08T00:00:00,1,Ростов,8713,Снежанна,Павлова,1,Молоко 3%,4,480
24,db9775f8819b082f26cca3be05d49bb7,2023-04-08T00:00:00,1,Ростов,3612,Светлана,Егорова,2,Молоко 5%,5,750
25,faee2dff2cbaa4346ab41aae394ab9ab,2023-04-08T00:00:00,0,Москва,818,Александра,Козлова,3,Устройство для нагревания табака Трубка Мира,1,500
26,a03ae10c574c40c1c39ffbd143918c21,2023-04-08T00:00:00,0,Москва,1300,Евгений,Смирнов,9,Ручка шариковая,2,90
27,73994f026843373a5cc1f3ffea2e8ed6,2023-04-08T00:00:00,2,Ярославль,6510,Елизавета,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
28,a317f317769c76f7f2b454c4d8e5d83e,2023-04-08T00:00:00,2,Ярославль,9606,Эдуард,Васильев,7,Средство для мытья посуды,3,600
29,f20bad9d87113e9b5b4c137e61c66145,2023-04-08T00:00:00,1,Ростов,2816,Ольга,Козлова,7,Средство для мытья посуды,1,200
30,676c67f72703108505a2ce5bc9c6eee2,2023-04-08T00:00:00,0,Москва,12,Александра,Великая,11,Хлеб ржаной,5,100
31,593e46bc73d5533b6aec0a1e81c914b7,2023-04-08T00:00:00,2,Ярославль,9309,Эдуард,Смирнов,2,Молоко 5%,4,600
32,430df499fe2673d1db4908982ef0b258,2023-04-08T00:00:00,2,Ярославль,3800,Олег,Михайлов,0,Молоко 1%,2,200
33,4c7328218a3f4a61574b23b95aa48601,2023-04-08T00:00:00,2,Ярославль,2817,Ольга,Козлова,0,Молоко 1%,2,200
34,b1b3d3b6236f634217fdf881314d516b,2023-04-08T00:00:00,1,Ростов,6117,Елизавета,Федорова,6,Яблоко,3,420
35,75faf4b77efb07f9b2c5cd857dafb67d,2023-04-08T00:00:00,1,Ростов,301,Иван,Смирнов,8,Лампочка LED,5,1500
36,3112bd7ad1aaf7bc6d311947f95381a7,2023-04-08T00:00:00,2,Ярославль,5318,Оксана,Волкова,10,Томаты,2,100
37,a8a1f02b800430c66b8b031aa4c3424e,2023-04-08T00:00:00,0,Москва,2411,Ольга,Алексеева,11,Хлеб ржаной,1,20
38,17d881a76ef6bdb3c21a5c3c12d68ad9,2023-04-08T00:00:00,1,Ростов,6714,Елизавета,Павлова,11,Хлеб ржаной,3,60
39,3189a9141ebaea57d018309c0a6e86f5,2023-04-08T00:00:00,0,Москва,7315,Анна,Волкова,2,Молоко 5%,5,750
40,ec2c1db3537b2032d404f066e21c1736,2023-04-08T00:00:00,2,Ярославль,6004,Алексей,Иванов,0,Молоко 1%,3,300
41,e6d61568baa43f705c6bf05b090fa2f5,2023-04-08T00:00:00,1,Ростов,704,Иван,Соколов,2,Молоко 5%,5,750
42,4630364d2e408d3b050f5eb2251c95c9,2023-04-08T00:00:00,0,Москва,5104,Александр,Петров,1,Молоко 3%,2,240
43,c8296147667c46e3ab3488832701cd22,2023-04-08T00:00:00,1,Ростов,3209,Олег,Сидоров,1,Молоко 3%,4,480
44,1e87d32b99bc5ae9939fd2670976f6ed,2023-04-08T00:00:00,1,Ростов,3918,Светлана,Орлова,1,Молоко 3%,2,240
45,7606e87adc8bf41ceb4081b03bf9f03a,2023-04-08T00:00:00,2,Ярославль,2806,Петр,Михайлов,10,Томаты,2,100
46,c9d366fe5e7f0b41be7625aba6ccbf99,2023-04-08T00:00:00,0,Москва,8809,Геннадий,Михайлов,6,Яблоко,3,420
47,71357500a9d0c74b22a7022c46c0128c,2023-04-08T00:00:00,1,Ростов,8110,Снежанна,Федорова,5,Яблоко молодильное,5,2000
48,5add9b6caf73c3861809ed329f94869e,2023-04-08T00:00:00,0,Москва,2419,Ольга,Алексеева,8,Лампочка LED,2,600
49,51dccc329d10322298eef6230ac88c11,2023-04-08T00:00:00,1,Ростов,9910,Надежда,Орлова,6,Яблоко,4,560
50,e9edb31ef60d2fc53cd3da38d280f729,2023-04-08T00:00:00,1,Ростов,7009,Константин,Иванов,7,Средство для мытья посуды,3,600
51,34880f7ba070ebd0b9258af23283ebcb,2023-04-08T00:00:00,2,Ярославль,4814,Екатерина,Козлова,8,Лампочка LED,3,900
52,8f3baadfe6f96b877b248c79d37f9138,2023-04-08T00:00:00,0,Москва,1205,Евгений,Сидоров,8,Лампочка LED,4,1200
53,9d6cccab8d12921e273e1e41379d8c85,2023-04-08T00:00:00,2,Ярославль,8519,Снежанна,Лебедева,11,Хлеб ржаной,2,40
54,eb7bf5b7f40f7f810dd612b0ee70742d,2023-04-08T00:00:00,1,Ростов,8201,Геннадий,Сидоров,0,Молоко 1%,3,300
55,88c7d11d595b7a289edb9ee1f57c6d81,2023-04-08T00:00:00,1,Ростов,1703,Евгений,Соколов,4,Сахар песок,5,250
56,f6937f02fcd04a3dc9afb12b09d3abcf,2023-04-08T00:00:00,1,Ростов,8416,Снежанна,Алексеева,9,Ручка шариковая,3,135
57,c6b20a902b4baebbfdafda2a0db3091b,2023-04-08T00:00:00,2,Ярославль,3118,Светлана,Федорова,0,Молоко 1%,2,200
58,1b0aa2a0f022d6fce121e1591468a16e,2023-04-08T00:00:00,2,Ярославль,5803,Александр,Михайлов,0,Молоко 1%,3,300
59,63741787e96559b54f7b575d767cee77,2023-04-08T00:00:00,0,Москва,9215,Надежда,Морозова,6,Яблоко,5,700
60,c73bec658e3151cace35e0283fe2ab46,2023-04-08T00:00:00,1,Ростов,515,Александра,Лебедева,1,Молоко 3%,2,240
61,1bcf1f214a6bc08e008978305664ea0b,2023-04-08T00:00:00,1,Ростов,8718,Снежанна,Павлова,2,Молоко 5%,1,150
62,83d1a4ca34d37cab7ccbf651ef1da96b,2023-04-08T00:00:00,1,Ростов,1117,Евгения,Федорова,8,Лампочка LED,1,300
63,62b1ba61dfa4f0cc91dfab42dc506c5f,2023-04-08T00:00:00,1,Ростов,909,Иван,Новиков,6,Яблоко,1,140
64,68cbca5de2abd336274159c5bf63a268,2023-04-08T00:00:00,1,Ростов,1408,Евгений,Кузнецов,6,Яблоко,5,700
65,d7eeca3fd2dd33f80f5229678652c2a6,2023-04-08T00:00:00,0,Москва,3700,Олег,Соколов,2,Молоко 5%,3,450
66,768d0f1b6c0d1e4650b09b340250123b,2023-04-08T00:00:00,1,Ростов,2811,Ольга,Козлова,8,Лампочка LED,3,900
67,da9eeadf5e713cf6ff69cf7fe57089ee,2023-04-08T00:00:00,1,Ростов,2803,Петр,Михайлов,11,Хлеб ржаной,1,20
68,a00e818e2c8a788cb167351f024880d0,2023-04-08T00:00:00,0,Москва,3714,Светлана,Павлова,9,Ручка шариковая,4,180
69,f6d2b0fccff1c39f3f0c89e9f665eef2,2023-04-08T00:00:00,2,Ярославль,1617,Евгения,Егорова,2,Молоко 5%,2,300
70,ceafe9a8b57dacc8d242a46384f907b9,2023-04-08T00:00:00,1,Ростов,101,Иван,Петров,2,Молоко 5%,4,600
71,c63c9ed570e3aa5ce1eea740cd5d5e7d,2023-04-08T00:00:00,1,Ростов,2910,Ольга,Орлова,7,Средство для мытья посуды,4,800
72,92374e4bb2621fc90334642b03a23ec2,2023-04-08T00:00:00,0,Москва,1401,Евгений,Кузнецов,11,Хлеб ржаной,1,20
73,9f6d3177750dcc0979279f69d9bcc31d,2023-04-08T00:00:00,1,Ростов,4514,Екатерина,Лебедева,4,Сахар песок,5,250
74,19a1e41e06b40996cabce5f4df73d0a9,2023-04-08T00:00:00,1,Ростов,8507,Геннадий,Попов,2,Молоко 5%,1,150
75,d09aab67e160160030755ad82ad6db8d,2023-04-08T00:00:00,0,Москва,9910,Надежда,Орлова,4,Сахар песок,4,200
76,313295d241f762d7eb29d949c91e238a,2023-04-08T00:00:00,0,Москва,7206,Константин,Сидоров,3,Устройство для нагревания табака Трубка Мира,1,500
77,235b8ca36194d07fba347b7e20e3ca12,2023-04-08T00:00:00,0,Москва,9508,Эдуард,Попов,7,Средство для мытья посуды,2,400
78,3e3bbec656018ef65dce034995584d90,2023-04-08T00:00:00,1,Ростов,4017,Екатерина,Великая,3,Устройство для нагревания табака Трубка Мира,1,500
79,2f7691cee5711b74b78d6e47d18cf8d3,2023-04-08T00:00:00,1,Ростов,918,Александра,Орлова,2,Молоко 5%,3,450
80,23dde1a7e28bae18f04a28be7de0062e,2023-04-08T00:00:00,0,Москва,9614,Надежда,Егорова,0,Молоко 1%,5,500
81,e91db689401174322b9363c379af69ec,2023-04-08T00:00:00,1,Ростов,3710,Светлана,Павлова,11,Хлеб ржаной,1,20
82,1c078bea270e1db80cc9606912155c09,2023-04-08T00:00:00,1,Ростов,4709,Сергей,Соколов,8,Лампочка LED,1,300
83,b9dcabae7eaead5a70e3178090633d59,2023-04-08T00:00:00,2,Ярославль,4016,Екатерина,Великая,9,Ручка шариковая,4,180
84,7cd4a1b40e5d613a8373de12d7ef2622,2023-04-08T00:00:00,1,Ростов,4116,Екатерина,Федорова,2,Молоко 5%,2,300
85,e815c467cd63c265e5e870c443ff7a86,2023-04-08T00:00:00,2,Ярославль,7806,Константин,Михайлов,3,Устройство для нагревания табака Трубка Мира,4,2000
86,d56f8784de8a2c8a07314534a437b8a1,2023-04-08T00:00:00,1,Ростов,807,Иван,Михайлов,4,Сахар песок,3,150
87,f09701242a9abba4b66ae7fa5d9933b0,2023-04-08T00:00:00,1,Ростов,8014,Снежанна,Великая,1,Молоко 3%,3,360
88,24bfd07205ac134e16334cd73806a4ba,2023-04-08T00:00:00,0,Москва,1506,Евгений,Попов,5,Яблоко молодильное,5,2000
89,257ff942f07e8697b27cebfdcc5ba056,2023-04-08T00:00:00,2,Ярославль,4306,Сергей,Смирнов,3,Устройство для нагревания табака Трубка Мира,5,2500
90,4a1277573eb54d3d98ad9ebe55a9ee90,2023-04-08T00:00:00,1,Ростов,4300,Сергей,Смирнов,11,Хлеб ржаной,3,60
91,f59b4f489d03d61550b5d50ac3b0ab06,2023-04-08T00:00:00,1,Ростов,1715,Евгения,Павлова,1,Молоко 3%,2,240
92,c959785c48a0914808e2842d5a2c26bb,2023-04-08T00:00:00,1,Ростов,9504,Эдуард,Попов,3,Устройство для нагревания табака Трубка Мира,3,1500
93,229a52b560329592ba8be1dee91fa2a3,2023-04-08T00:00:00,2,Ярославль,5,Иван,Иванов,1,Молоко 3%,3,360
94,8373787589f83f0574826dced1c4eab0,2023-04-08T00:00:00,0,Москва,7509,Константин,Попов,8,Лампочка LED,4,1200
95,9c925900d747b7946e8a2c7f619c7ff7,2023-04-08T00:00:00,0,Москва,5209,Александр,Сидоров,7,Средство для мытья посуды,5,1000
96,9e3cc6d91f266fe5b2a245d3262f8608,2023-04-08T00:00:00,1,Ростов,9506,Эдуард,Попов,1,Молоко 3%,1,120
97,db7e148f850b21dffbc12461c2aa22ce,2023-04-08T00:00:00,0,Москва,205,Иван,Сидоров,3,Устройство для нагревания табака Трубка Мира,5,2500
98,be4f8c8e3e37bea33985de2e38508c35,2023-04-08T00:00:00,0,Москва,605,Иван,Васильев,1,Молоко 3%,3,360
99,927b78ada2e9454458acfcd3c265eaa3,2023-04-08T00:00:00,0,Москва,4913,Екатерина,Орлова,6,Яблоко,2,280
100,884340e49998f07af96ae6e999e27852,2023-04-08T00:00:00,1,Ростов,6311,Елизавета,Волкова,10,Томаты,1,50
101,17947a56894188e2e6054fea67578bb9,2023-04-08T00:00:00,1,Ростов,9500,Эдуард,Попов,6,Яблоко,4,560
102,78e54f988b27bf4184fed1d28857fb61,2023-04-08T00:00:00,2,Ярославль,4002,Сергей,Иванов,0,Молоко 1%,5,500
103,bec2f6c3a4a958037692673ed3930a15,2023-04-08T00:00:00,1,Ростов,7608,Константин,Васильев,6,Яблоко,2,280
104,a1ce52338f7374b8b202bb1c31fd8cfc,2023-04-08T00:00:00,1,Ростов,313,Александра,Волкова,5,Яблоко молодильное,2,800
105,7c1a7ce60568474390a07b8b2471183f,2023-04-08T00:00:00,1,Ростов,6116,Елизавета,Федорова,10,Томаты,3,150
106,5a911f486379012b54afafd915c438f1,2023-04-08T00:00:00,2,Ярославль,2716,Ольга,Павлова,0,Молоко 1%,4,400
107,52fdfab1ddb2d444d8b58a095d20f546,2023-04-08T00:00:00,2,Ярославль,5315,Оксана,Волкова,3,Устройство для нагревания табака Трубка Мира,5,2500
108,07c705ce8fed737a4d1b451a6085b295,2023-04-08T00:00:00,2,Ярославль,7006,Константин,Иванов,3,Устройство для нагревания табака Трубка Мира,5,2500
109,cafe0da654e8e11f6876e72248739472,2023-04-08T00:00:00,1,Ростов,6518,Елизавета,Лебедева,1,Молоко 3%,3,360
110,19bdab8525328fb3210c1d27dc87de2c,2023-04-08T00:00:00,1,Ростов,9803,Эдуард,Михайлов,5,Яблоко молодильное,5,2000
111,b074d506413ef5c92706f5414d820d74,2023-04-08T00:00:00,2,Ярославль,5919,Оксана,Орлова,4,Сахар песок,5,250
112,9b9dd31c33642b562be84da060e70792,2023-04-08T00:00:00,0,Москва,2418,Ольга,Алексеева,9,Ручка шариковая,4,180
113,82987ae46e6e10f7fec8e5d9890950b3,2023-04-08T00:00:00,0,Москва,4103,Сергей,Петров,11,Хлеб ржаной,5,100
114,20cff587a4cfbdc540cb9e30af2e7b50,2023-04-08T00:00:00,0,Москва,5010,Оксана,Великая,7,Средство для мытья посуды,2,400
115,757ef902937f6025f532ad758b53a283,2023-04-08T00:00:00,1,Ростов,4918,Екатерина,Орлова,4,Сахар песок,1,50
116,ad48caf32a348e4aa4ca46bd574fcfd3,2023-04-08T00:00:00,0,Москва,2505,Петр,Попов,8,Лампочка LED,1,300
117,3d8c9bc123c15f22a2b60d4d0657f901,2023-04-08T00:00:00,0,Москва,9206,Эдуард,Сидоров,11,Хлеб ржаной,2,40
118,81da936c9d8696cb2a8ec4941162763b,2023-04-08T00:00:00,0,Москва,9201,Эдуард,Сидоров,0,Молоко 1%,2,200
119,e9030e3cc5acf1b364281c7df4603af0,2023-04-08T00:00:00,1,Ростов,9906,Эдуард,Новиков,1,Молоко 3%,1,120
120,2c85c674434daa2fc6f014d99fa9cbd3,2023-04-08T00:00:00,0,Москва,1015,Евгения,Великая,5,Яблоко молодильное,2,800
121,919f43f38524de52a2502889a760328c,2023-04-08T00:00:00,2,Ярославль,9514,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
122,246b235d5437cc13fa2a2cdb89d4460c,2023-04-08T00:00:00,2,Ярославль,7602,Константин,Васильев,4,Сахар песок,2,100
123,dba9924796963eb77488548d1b65b9de,2023-04-08T00:00:00,1,Ростов,6902,Алексей,Новиков,0,Молоко 1%,3,300
124,cd6ce71c06f67a7f0508dcd7da1d5f30,2023-04-08T00:00:00,0,Москва,6217,Елизавета,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000
125,e62d5c005177eea31bab82b2ddd6dbc0,2023-04-08T00:00:00,0,Москва,9714,Надежда,Павлова,8,Лампочка LED,1,300
126,5d8d4a0c908fa017899bcf89cf8f4adf,2023-04-08T00:00:00,1,Ростов,2505,Петр,Попов,8,Лампочка LED,1,300
127,3d8c9bc123c15f22a2b60d4d0657f901,2023-04-08T00:00:00,0,Москва,9206,Эдуард,Сидоров,11,Хлеб ржаной,2,40
128,81da936c9d8696cb2a8ec4941162763b,2023-04-08T00:00:00,0,Москва,9201,Эдуард,Сидоров,0,Молоко 1%,2,200
129,e9030e3cc5acf1b364281c7df4603af0,2023-04-08T00:00:00,1,Ростов,9906,Эдуард,Новиков,1,Молоко 3%,1,120
130,2c85c674434daa2fc6f014d99fa9cbd3,2023-04-08T00:00:00,0,Москва,1015,Евгения,Великая,5,Яблоко молодильное,2,800
131,919f43f38524de52a2502889a760328c,2023-04-08T00:00:00,2,Ярославль,9514,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
132,246b235d5437cc13fa2a2cdb89d4460c,2023-04-08T00:00:00,2,Ярославль,7602,Константин,Васильев,4,Сахар песок,2,100
133,dba9924796963eb77488548d1b65b9de,2023-04-08T00:00:00,1,Ростов,6902,Алексей,Новиков,0,Молоко 1%,3,300
134,cd6ce71c06f67a7f0508dcd7da1d5f30,2023-04-08T00:00:00,0,Москва,6217,Елизавета,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000
135,e62d5c005177eea31bab82b2ddd6dbc0,2023-04-08T00:00:00,0,Москва,9714,Надежда,Павлова,8,Лампочка LED,1,300
136,5d8d4a0c908fa017899bcf89cf8f4adf,2023-04-08T00:00:00,1,Ростов,2505,Петр,Попов,8,Лампочка LED,1,300
137,3d8c9bc123c15f22a2b60d4d0657f901,2023-04-08T00:00:00,0,Москва,9206,Эдуард,Сидоров,11,Хлеб ржаной,2,40
138,81da936c9d8696cb2a8ec4941162763b,2023-04-08T00:00:00,0,Москва,9201,Эдуард,Сидоров,0,Молоко 1%,2,200
139,e9030e3cc5acf1b364281c7df4603af0,2023-04-08T00:00:00,1,Ростов,9906,Эдуард,Новиков,1,Молоко 3%,1,120
140,2c85c674434daa2fc6f014d99fa9cbd3,2023-04-08T00:00:00,0,Москва,1015,Евгения,Великая,5,Яблоко молодильное,2,800
141,919f43f38524de52a2502889a760328c,2023-04-08T00:00:00,2,Ярославль,9514,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
142,246b235d5437cc13fa2a2cdb89d4460c,2023-04-08T00:00:00,2,Ярославль,7602,Константин,Васильев,4,Сахар песок,2,100
143,dba9924796963eb77488548d1b65b9de,2023-04-08T00:00:00,1,Ростов,6902,Алексей,Новиков,0,Молоко 1%,3,300
144,cd6ce71c06f67a7f0508dcd7da1d5f30,2023-04-08T00:00:00,0,Москва,6217,Елизавета,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000
145,e62d5c005177eea31bab82b2ddd6dbc0,2023-04-08T00:00:00,0,Москва,9714,Надежда,Павлова,8,Лампочка LED,1,300
146,5d8d4a0c908fa017899bcf89cf8f4adf,2023-04-08T00:00:00,1,Ростов,2505,Петр,Попов,8,Лампочка LED,1,300
147,3d8c9bc123c15f22a2b60d4d0657f901,2023-04-08T00:00:00,0,Москва,9206,Эдуард,Сидоров,11,Хлеб ржаной,2,40
148,81da936c9d8696cb2a8ec4941162763b,2023-04-08T00:00:00,0,Москва,9201,Эдуард,Сидоров,0,Молоко 1%,2,200
149,e9030e3cc5acf1b364281c7df4603af0,2023-04-08T00:00:00,1,Ростов,9906,Эдуард,Новиков,1,Молоко 3%,1,120
150,2c85c674434daa2fc6f014d99fa9cbd3,2023-04-08T00:00:00,0,Москва,1015,Евгения,Великая,5,Яблоко молодильное,2,800
151,919f43f38524de52a2502889a760328c,2023-04-08T00:00:00,2,Ярославль,9514,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
152,246b235d5437cc13fa2a2cdb89d4460c,2023-04-08T00:00:00,2,Ярославль,7602,Константин,Васильев,4,Сахар песок,2,100
153,dba9924796963eb77488548d1b65b9de,2023-04-08T00:00:00,1,Ростов,6902,Алексей,Новиков,0,Молоко 1%,3,300
154,cd6ce71c06f67a7f0508dcd7da1d5f30,2023-04-08T00:00:00,0,Москва,6217,Елизавета,Морозова,3,Устройство для нагревания табака Трубка Мира,2,1000
155,e62d5c005177eea31bab82b2ddd6dbc0,2023-04-08T00:00:00,0,Москва,9714,Надежда,Павлова,8,Лампочка LED,1,300
156,5d8d4a0c908fa017899bcf89cf8f4adf,2023-04-08T00:00:00,1,Ростов,2505,Петр,Попов,8,Лампочка LED,1,300
157,3d8c9bc123c15f22a2b60d4d0657f901,2023-04-08T00:00:00,0,Москва,9206,Эдуард,Сидоров,11,Хлеб ржаной,2,40
158,81da936c9d8696cb2a8ec4941162763b,2023-04-08T00:00:00,0,Москва,9201,Эдуард,Сидоров,0,Молоко 1%,2,200
159,e9030e3cc5acf1b364281c7df4603af0,2023-04-08T00:00:00,1,Ростов,9906,Эдуард,Новиков,1,Молоко 3%,1,120
160,2c85c674434daa2fc6f014d99fa9cbd3,2023-04-08T00:00:00,0,Москва,1015,Евгения,Великая,5,Яблоко молодильное,2,800
161,919f43f38524de52a2502889a760328c,2023-04-08T00:00:00,2,Ярославль,9514,Надежда,Лебедева,3,Устройство для нагревания табака Трубка Мира,3,1500
162,246b235d5437cc13fa2a2cdb89d4460c,2023-04-08T00:00:00,2,Ярославль,7602,Константин,Васильев,4,Сахар песок,2,100
