id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
1,d82bea7a4c4d0ad206b00b9e57e764d0,2023-04-12T00:00:00,1,Ростов,2014,Ольга,Великая,9,Ручка шариковая,3,135,shipped
2,20a7207cb5bfbc4d7af0a98e8271b50a,2023-04-12T00:00:00,2,Ярославль,9012,Надежда,Великая,4,Сахар песок,1,50,shipped
3,156f390130433623311ac52648c270f0,2023-04-12T00:00:00,0,Москва,3414,Светлана,Алексеева,2,Молоко 5%,2,300,shipped
4,4e89143305cea8bc3f51f8d65fc406c9,2023-04-12T00:00:00,1,Ростов,2412,Ольга,Алексеева,5,Яблоко молодильное,3,1200,shipped
5,2acf53550ff881af1ce4c7b0f3955e27,2023-04-12T00:00:00,1,Ростов,6207,Алексей,Сидоров,2,Молоко 5%,5,750,shipped
6,2dcffcbc850be75f35c6d476332def69,2023-04-12T00:00:00,0,Москва,7701,Константин,Соколов,7,Средство для мытья посуды,3,600,shipped
7,61835ca57af1b3504194a4de38df016e,2023-04-12T00:00:00,2,Ярославль,5003,Александр,Иванов,11,Хлеб ржаной,5,100,shipped
8,98537b2b4a913d259bdbd7a62cf0f293,2023-04-12T00:00:00,0,Москва,4607,Сергей,Васильев,5,Яблоко молодильное,3,1200,shipped
9,a88f5206890ffce380cf840c5ab1c389,2023-04-12T00:00:00,1,Ростов,1903,Евгений,Новиков,6,Яблоко,3,420,shipped
10,75a628211af583925f65350ceeb88221,2023-04-12T00:00:00,2,Ярославль,8100,Геннадий,Петров,10,Томаты,2,100,shipped
11,e6e403e21f019d3b83d367834f114464,2023-04-12T00:00:00,0,Москва,7206,Константин,Сидоров,10,Томаты,2,100,shipped
12,955810ace536f9da21885691d0b5707d,2023-04-12T00:00:00,2,Ярославль,3007,Олег,Иванов,9,Ручка шариковая,2,90,shipped
13,a657790d30b09d55846feb88dbd13dd1,2023-04-12T00:00:00,0,Москва,4416,Екатерина,Алексеева,9,Ручка шариковая,3,135,shipped
14,3b15cba913b964627cb238a792b12e5f,2023-04-12T00:00:00,1,Ростов,3403,Олег,Кузнецов,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
15,2a129c38b32a7b2544dd9570b8ccef57,2023-04-12T00:00:00,2,Ярославль,507,Иван,Попов,4,Сахар песок,3,150,shipped
16,1d7ba6cef7dd23b213692999c7a392e9,2023-04-12T00:00:00,0,Москва,2812,Ольга,Козлова,0,Молоко 1%,2,200,refunded
17,309e47a976f4b31603f6f12af7aae9a7,2023-04-12T00:00:00,2,Ярославль,1103,Евгений,Петров,9,Ручка шариковая,1,45,shipped
18,882ded331a4f861545e5ad1998cde9c9,2023-04-12T00:00:00,0,Москва,9705,Эдуард,Соколов,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
19,a2ffb1c51d764d0d0e5072de361131e6,2023-04-12T00:00:00,1,Ростов,209,Иван,Сидоров,4,Сахар песок,3,150,shipped
20,cd809e6cd8aa3aaede856b7de66b3bf8,2023-04-12T00:00:00,2,Ярославль,9901,Эдуард,Новиков,10,Томаты,5,250,shipped
21,2f85cfbc2cea6374ec1f1922cf4fcf75,2023-04-12T00:00:00,2,Ярославль,5611,Оксана,Егорова,10,Томаты,2,100,refunded
22,7c3276bde48da5882f1b33acb4e41066,2023-04-12T00:00:00,2,Ярославль,9213,Надежда,Морозова,9,Ручка шариковая,2,90,shipped
23,4f1cc08a8289545de474f2e278033fda,2023-04-12T00:00:00,2,Ярославль,8901,Геннадий,Новиков,9,Ручка шариковая,1,45,shipped
24,d9dabb529758bf0c30487a9093ab45f0,2023-04-12T00:00:00,1,Ростов,2802,Петр,Михайлов,7,Средство для мытья посуды,4,800,shipped
25,5f514823560bf246a199834dbc5af3b4,2023-04-12T00:00:00,1,Ростов,1207,Евгений,Сидоров,8,Лампочка LED,4,1200,shipped
26,63cff48f2fb0eac7588af9fc39c0817c,2023-04-12T00:00:00,0,Москва,6211,Елизавета,Морозова,2,Молоко 5%,1,150,shipped
27,4eeaa9e190bf0a11fb00c923d7a3b945,2023-04-12T00:00:00,2,Ярославль,1201,Евгений,Сидоров,10,Томаты,4,200,shipped
28,22b1378615469957af92dd60b9ad2634,2023-04-12T00:00:00,1,Ростов,4200,Сергей,Сидоров,10,Томаты,3,150,shipped
29,5493510e67522d2886d2192d46cc11cb,2023-04-12T00:00:00,0,Москва,6501,Алексей,Попов,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
30,a28af29e9d28960363977f19232f093b,2023-04-12T00:00:00,0,Москва,8201,Геннадий,Сидоров,9,Ручка шариковая,2,90,shipped
31,24f9b1db006cd25073e025dbf3dc078c,2023-04-12T00:00:00,1,Ростов,4805,Сергей,Михайлов,6,Яблоко,2,280,shipped
32,f659d55da722f01eb4d17fb6a17ae77a,2023-04-12T00:00:00,2,Ярославль,5919,Оксана,Орлова,11,Хлеб ржаной,3,60,shipped
33,5203247bec6df697aa8870a7b6b23e2c,2023-04-12T00:00:00,1,Ростов,6901,Алексей,Новиков,6,Яблоко,3,420,shipped
34,cc61b046c87fefd298cd278c527ce6de,2023-04-12T00:00:00,2,Ярославль,514,Александра,Лебедева,0,Молоко 1%,2,200,shipped
35,4b7cb90f06f0c72d30031ec2bd2ee912,2023-04-12T00:00:00,0,Москва,4907,Сергей,Новиков,5,Яблоко молодильное,4,1600,shipped
36,0f3d4caeddb5b47c3276ca4a6a56d8b8,2023-04-12T00:00:00,2,Ярославль,1806,Евгений,Михайлов,7,Средство для мытья посуды,1,200,shipped
37,7d27be375b95146de1de5e8574fe59d0,2023-04-12T00:00:00,2,Ярославль,6500,Алексей,Попов,11,Хлеб ржаной,3,60,shipped
38,8c0c7ffcfe8831447fa63a9312f88ffd,2023-04-12T00:00:00,1,Ростов,9914,Надежда,Орлова,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
39,00447dd5dd75efb00a80ff3b85a0f669,2023-04-12T00:00:00,0,Москва,2915,Ольга,Орлова,1,Молоко 3%,1,120,shipped
